id,datetime,district,category,severity,light,weather,road_defect,road_defects,participants_count,vehicles_count,dead_count,injured_count,lat,lon
1090113,2022-01-01 02:55:00,Пушкинский,Столкновение,С погибшими,"В темное время суток, освещение включено",Пасмурно,,0,3,2,1,1,55.957753,37.832193
1090143,2022-01-01 05:00:00,Волоколамский,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Снегопад,,0,3,3,0,1,56.125821,35.97765
1090189,2022-01-01 09:05:00,Серебряно-Прудский,Съезд с дороги,Легкий,Светлое время суток,Снегопад,,0,2,1,0,1,54.473629,38.530769
1090214,2022-01-01 12:25:00,Мытищинский,Наезд на стоящее ТС,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,5,2,0,3,56.057212,37.527108
1090228,2022-01-01 13:45:00,Шатурский,Столкновение,Тяжёлый,Светлое время суток,Дождь,,0,5,2,0,4,55.63998,39.75261
1090248,2022-01-01 14:50:00,Домодедово,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,55.360295,37.90575
1090320,2022-01-01 18:30:00,Солнечногорский,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,1,56.089314,37.159055
1090427,2022-01-01 23:20:00,Ивантеевка,Столкновение,Тяжёлый,"В темное время суток, освещение не включено",Снегопад,Недостатки зимнего содержания,2,3,2,0,1,55.972207,37.950618
1090457,2022-01-02 03:55:00,Орехово-Зуево,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Снегопад,Недостатки зимнего содержания,1,1,1,0,1,55.868509,38.927157
1090503,2022-01-02 11:20:00,Чеховский,Наезд на препятствие,С погибшими,Светлое время суток,Пасмурно,,0,1,1,1,0,55.251119,37.530032
1090541,2022-01-02 13:15:00,Ступинский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,Недостатки зимнего содержания,3,3,3,0,2,54.961158,37.9898
1090548,2022-01-02 13:25:00,Солнечногорский,Наезд на пешехода,С погибшими,Светлое время суток,Пасмурно,,0,2,1,1,0,56.040027,37.239178
1090600,2022-01-02 16:00:00,Шатурский,Столкновение,Тяжёлый,Сумерки,Пасмурно,,0,4,2,0,1,55.566419,39.649529
1090634,2022-01-02 17:12:00,Талдомский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Ясно,Недостатки зимнего содержания,1,2,2,0,2,56.827082,37.552385
1090663,2022-01-02 18:20:00,Красногорский,Наезд на препятствие,С погибшими,"В темное время суток, освещение включено",Пасмурно,,0,3,1,1,1,55.80139,37.286439
1090672,2022-01-02 18:45:00,Подольский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,55.4253,37.612596
1090688,2022-01-02 19:30:00,Климовск,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,55.064067,38.843215
1090694,2022-01-02 19:55:00,Рузский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,2,0,1,55.700251,36.193557
1090743,2022-01-02 23:20:00,Люберецкий,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,1,55.628632,37.948451
1090753,2022-01-03 01:02:00,Люберецкий,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,1,1,0,1,55.662294,37.959673
1090842,2022-01-03 13:55:00,Воскресенский,Наезд на пешехода,С погибшими,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,1,0,55.24817,38.527991
1090999,2022-01-03 22:20:00,Раменский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,3,2,0,2,55.57957,38.272183
1091037,2022-01-04 07:20:00,Солнечногорский,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,56.11562,37.21264
1091158,2022-01-04 17:00:00,Домодедово,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,5,2,0,4,55.253172,38.031814
1091166,2022-01-04 17:21:00,Люберецкий,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,55.691423,37.862577
1091286,2022-01-05 10:27:00,Щелковский,Наезд на пешехода,С погибшими,Светлое время суток,Пасмурно,Недостатки зимнего содержания,3,2,1,1,0,55.914397,37.994462
1091335,2022-01-05 13:20:00,Наро-Фоминский,Наезд на пешехода,С погибшими,Светлое время суток,Снегопад,Недостатки зимнего содержания,1,2,1,1,0,55.376181,36.693629
1091360,2022-01-05 14:10:00,Одинцовский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,Недостатки зимнего содержания,1,3,2,0,1,55.627729,37.098738
1091485,2022-01-05 20:50:00,Красногорский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,3,2,0,2,55.783433,37.243137
1091503,2022-01-05 22:30:00,Сергиево-Посадский,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,1,1,0,1,56.389447,38.326546
1091561,2022-01-06 10:40:00,Орехово-Зуево,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,2,1,0,1,55.730173,38.955148
1091565,2022-01-06 11:00:00,Ногинский,Столкновение,С погибшими,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,2,1,0,55.923846,38.539964
1091588,2022-01-06 12:25:00,Одинцовский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,2,55.573377,36.63816
1091610,2022-01-06 13:20:00,Ногинский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,3,4,0,2,55.855456,38.5536
1091631,2022-01-06 14:45:00,Шатурский,Столкновение,С погибшими,Светлое время суток,Снегопад,,0,4,2,1,1,55.578363,39.687445
1091641,2022-01-06 15:30:00,Талдомский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,56.616641,37.595558
1091645,2022-01-06 15:40:00,Истринский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,2,0,1,55.811941,37.119863
1091695,2022-01-06 18:30:00,Домодедово,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,1,55.287468,37.854584
1091731,2022-01-06 21:10:00,Домодедово,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,4,2,0,3,55.418249,37.778056
1091766,2022-01-07 01:05:00,Раменский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Ясно,,0,3,3,0,1,55.578927,38.192468
1091821,2022-01-07 11:10:00,Домодедово,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,3,2,0,1,55.440134,37.746481
1091826,2022-01-07 11:33:00,Сергиево-Посадский,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,4,3,0,2,56.619492,38.174207
1091840,2022-01-07 12:20:00,Красногорский,Наезд на препятствие,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,55.777249,37.230188
1091844,2022-01-07 12:30:00,Сергиево-Посадский,Столкновение,С погибшими,Светлое время суток,Ясно,,0,4,2,1,3,56.569698,38.148694
1091879,2022-01-07 14:20:00,Каширский,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,54.674464,38.550789
1091885,2022-01-07 14:36:00,Подольский,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,55.426213,37.541066
1091889,2022-01-07 14:50:00,Дмитровский,Столкновение,Легкий,Светлое время суток,Ясно,Недостатки зимнего содержания,1,3,2,0,1,56.240178,37.477863
1091925,2022-01-07 16:50:00,Химки,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Неправильное применение, плохая видимость дорожных знаков",1,2,1,0,1,55.900323,37.415636
1091975,2022-01-07 19:50:00,Химки,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,55.901851,37.404735
1092017,2022-01-07 23:30:00,Раменский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,2,0,1,55.589302,38.190579
1092044,2022-01-08 05:20:00,Красногорский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,1,55.803826,37.307505
1092072,2022-01-08 10:25:00,Балашиха,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.792247,37.957034
1092085,2022-01-08 11:15:00,Луховицкий,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,2,0,2,54.830581,39.268967
1092180,2022-01-08 16:35:00,Истринский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Ясно,Недостатки зимнего содержания,1,3,2,0,1,55.917702,36.863058
1092219,2022-01-08 18:50:00,Сергиево-Посадский,Столкновение,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,1,56.716536,38.112677
1092222,2022-01-08 18:55:00,Ногинский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Ясно,,0,2,2,0,1,55.733441,38.192081
1092265,2022-01-08 22:00:00,Сергиево-Посадский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,1,56.286583,38.076167
1092277,2022-01-08 23:30:00,Мытищинский,Наезд на стоящее ТС,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,2,2,0,1,55.970052,37.530842
1092314,2022-01-09 09:05:00,Балашиха,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,3,3,0,1,55.798483,37.982225
1092333,2022-01-09 11:30:00,Мытищинский,Наезд на пешехода,С погибшими,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,1,0,55.902771,37.739668
1092347,2022-01-09 12:25:00,Климовск,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,55.074498,38.783895
1092383,2022-01-09 14:26:00,Чеховский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,4,2,0,4,55.229133,37.529984
1092457,2022-01-09 18:30:00,Домодедово,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Снегопад,,0,4,2,0,4,55.388058,37.862234
1092481,2022-01-09 21:00:00,Зарайский,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Снегопад,,0,2,1,1,0,54.807852,38.822658
1092497,2022-01-09 21:40:00,Ступинский,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Снегопад,,0,2,3,0,1,55.039385,37.942057
1092515,2022-01-10 01:45:00,Можайский,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,2,55.465037,35.758524
1092519,2022-01-10 04:10:00,Сергиево-Посадский,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,1,0,56.408025,38.328123
1092537,2022-01-10 07:30:00,Подольский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,4,2,2,0,1,55.418643,37.51976
1092546,2022-01-10 08:00:00,Клинский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,56.324908,36.700709
1092556,2022-01-10 08:25:00,Талдомский,Столкновение,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,2,2,0,2,56.531803,37.580634
1092567,2022-01-10 08:45:00,Павлово-Посадский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,,0,2,2,0,1,55.779892,38.579135
1092581,2022-01-10 09:50:00,Шатурский,Наезд на пешехода,Тяжёлый,Светлое время суток,Снегопад,,0,2,1,0,1,55.61222,39.718419
1092606,2022-01-10 11:24:00,Подольский,Наезд на препятствие,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.431219,37.563882
1092615,2022-01-10 12:00:00,Коломенский,Наезд на стоящее ТС,Тяжёлый,Светлое время суток,Снегопад,,0,4,2,0,2,55.122962,38.809451
1092642,2022-01-10 14:10:00,Подольский,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,55.365735,37.510564
1092677,2022-01-10 16:15:00,Лыткарино,Наезд на пешехода,Тяжёлый,Светлое время суток,Снегопад,Недостатки зимнего содержания,1,2,1,0,1,55.588005,37.898819
1092722,2022-01-10 18:30:00,Можайский,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Снегопад,Недостатки зимнего содержания,1,2,1,1,0,55.457287,35.898911
1092724,2022-01-10 18:50:00,Электросталь,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Снегопад,Недостатки зимнего содержания,1,4,2,0,3,55.731508,38.49957
1092781,2022-01-11 01:55:00,Ногинский,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.851276,38.54624
1092861,2022-01-11 11:00:00,Серпухов,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,54.923196,37.433639
1092872,2022-01-11 11:30:00,Королёв,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,55.913217,37.821615
1092902,2022-01-11 12:50:00,Раменский,Наезд на препятствие,С погибшими,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,4,1,0,55.392807,38.341835
1092938,2022-01-11 15:20:00,Чеховский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,,0,2,2,0,1,55.160294,37.43454
1092958,2022-01-11 17:00:00,Павлово-Посадский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,55.781328,38.672497
1093016,2022-01-11 19:40:00,Ленинский,Столкновение,Тяжёлый,Сумерки,Ясно,,0,2,2,0,1,55.510458,37.7846
1093046,2022-01-11 22:58:00,Одинцовский,Наезд на стоящее ТС,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,2,0,1,55.711858,37.374319
1093073,2022-01-12 07:15:00,Ступинский,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Снегопад,,0,2,2,1,0,54.865247,38.031878
1093076,2022-01-12 07:20:00,Чеховский,Столкновение,С погибшими,"В темное время суток, освещение включено",Снегопад,,0,2,2,1,0,55.134844,37.425914
1093078,2022-01-12 07:24:00,Солнечногорский,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.978577,37.086625
1093099,2022-01-12 08:00:00,Подольский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.424975,37.493739
1093132,2022-01-12 09:30:00,Можайский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,3,0,1,55.553884,35.587249
1093137,2022-01-12 09:55:00,Воскресенский,Столкновение,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,3,2,0,2,55.24865,38.55599
1093152,2022-01-12 10:40:00,Дмитровский,Столкновение,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,4,3,0,1,56.353928,37.523396
1093153,2022-01-12 10:45:00,Одинцовский,Столкновение,Легкий,Светлое время суток,Ясно,Недостатки зимнего содержания,1,3,3,0,2,55.572025,36.683307
1093182,2022-01-12 12:30:00,Серебряно-Прудский,Столкновение,С погибшими,Светлое время суток,Снегопад,Недостатки зимнего содержания,1,4,4,2,1,54.485846,38.517895
1093200,2022-01-12 13:40:00,Подольский,Наезд на стоящее ТС,С погибшими,Светлое время суток,Ясно,,0,2,2,1,0,55.410928,37.607038
1093226,2022-01-12 15:00:00,Люберецкий,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,2,1,0,1,55.701908,37.909677
1093236,2022-01-12 15:30:00,Солнечногорский,Столкновение,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,2,2,0,1,56.256285,36.981847
1093310,2022-01-12 19:00:00,Одинцовский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.688351,37.319355
1093337,2022-01-12 21:00:00,Люберецкий,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,3,3,0,1,55.669502,37.893283
1093360,2022-01-13 00:10:00,Домодедово,Столкновение,С погибшими,"В темное время суток, освещение включено",Снегопад,,0,2,3,1,0,55.255227,37.867835
1093375,2022-01-13 07:15:00,Наро-Фоминский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,3,2,0,1,55.284877,36.643535
1093449,2022-01-13 11:10:00,Подольский,Наезд на стоящее ТС,С погибшими,Светлое время суток,Ясно,Недостатки зимнего содержания,1,3,4,1,1,55.459258,37.619762
1093451,2022-01-13 11:20:00,Орехово-Зуево,Наезд на стоящее ТС,Тяжёлый,Светлое время суток,Ясно,Недостатки зимнего содержания,1,3,2,0,1,55.576186,39.348607
1093479,2022-01-13 13:00:00,Орехово-Зуево,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,55.614765,38.940943
1093512,2022-01-13 14:45:00,Клинский,Наезд на пешехода,Тяжёлый,Светлое время суток,Снегопад,,0,2,1,0,1,56.3341,36.7165
1093513,2022-01-13 14:50:00,Домодедово,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,2,0,2,55.513647,37.830927
1093537,2022-01-13 16:10:00,Мытищинский,Наезд на стоящее ТС,Тяжёлый,Светлое время суток,Снегопад,,0,3,2,0,1,56.012418,37.545905
1093543,2022-01-13 16:35:00,Солнечногорский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,2,0,2,56.174031,36.949736
1093551,2022-01-13 17:10:00,Люберецкий,Наезд на стоящее ТС,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,2,0,2,55.619812,37.928989
1093586,2022-01-13 18:57:00,Подольский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,2,2,1,0,1,55.382733,37.536664
1093591,2022-01-13 19:10:00,Красногорский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,55.751994,37.12188
1093633,2022-01-13 23:10:00,Клинский,Столкновение,С погибшими,"В темное время суток, освещение включено",Снегопад,Отсутствие дорожных знаков в необходимых местах,1,2,3,1,0,56.32947,36.736114
1093676,2022-01-14 07:15:00,Люберецкий,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,2,0,1,55.68676,37.907392
1093710,2022-01-14 08:10:00,Раменский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,,0,2,3,0,1,55.450875,38.324636
1093721,2022-01-14 08:30:00,Солнечногорский,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,56.132374,37.062721
1093756,2022-01-14 10:28:00,Одинцовский,Наезд на препятствие,Тяжёлый,Светлое время суток,Дождь,,0,2,1,0,2,55.720149,37.324591
1093795,2022-01-14 12:55:00,Красногорский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Иные недостатки,2,2,2,0,1,55.867504,37.312746
1093849,2022-01-14 15:30:00,Раменский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,4,3,0,2,55.3553,38.2369
1093873,2022-01-14 16:25:00,Подольский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,3,0,1,55.4932,37.668386
1093902,2022-01-14 17:15:00,Одинцовский,Столкновение,С погибшими,"В темное время суток, освещение включено",Пасмурно,,0,3,3,1,0,55.635863,37.22095
1093910,2022-01-14 17:40:00,Рузский,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,2,55.713332,36.262178
1093917,2022-01-14 18:05:00,Домодедово,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,1,55.268909,37.915685
1094000,2022-01-14 21:20:00,Люберецкий,Падение пассажира,Легкий,"В темное время суток, освещение включено",Ясно,,0,2,1,0,1,55.691236,37.896652
1094041,2022-01-15 00:10:00,Солнечногорский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Снегопад,Отсутствие пешеходных ограждений в необходимых местах,1,4,6,0,1,56.114505,37.086282
1094121,2022-01-15 10:30:00,Солнечногорский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,Недостатки зимнего содержания,2,3,2,0,2,56.145514,36.904535
1094191,2022-01-15 14:20:00,Подольский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,Недостатки зимнего содержания,1,4,2,0,4,55.425401,37.495098
1094244,2022-01-15 17:25:00,Рузский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Снегопад,Недостатки зимнего содержания,1,4,3,0,3,55.588278,36.482205
1094260,2022-01-15 18:15:00,Мытищинский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,55.917468,37.730012
1094271,2022-01-15 18:39:00,Серпуховский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,5,4,0,2,54.956853,37.529651
1094299,2022-01-15 19:30:00,Ленинский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,Недостатки зимнего содержания,1,2,1,0,1,55.508027,37.754356
1094334,2022-01-15 22:04:00,Фрязино,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Ясно,Отсутствие дорожных знаков в необходимых местах,1,2,1,0,1,55.951825,38.051416
1094372,2022-01-16 01:40:00,Подольский,Столкновение,С погибшими,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,6,2,3,3,55.423541,37.521128
1094374,2022-01-16 01:50:00,Луховицкий,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,3,2,0,2,54.845188,39.352791
1094390,2022-01-16 06:55:00,Королёв,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,55.936023,37.828792
1094500,2022-01-16 15:20:00,Королёв,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,2,2,1,0,1,55.942165,37.850325
1094511,2022-01-16 15:53:00,Красногорский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,6,3,0,5,55.747176,37.121043
1094525,2022-01-16 16:45:00,Раменский,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,2,3,0,1,55.5757,38.024883
1094560,2022-01-16 18:45:00,Одинцовский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,2,2,1,0,1,55.660921,37.211198
1094566,2022-01-16 19:00:00,Истринский,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,Недостатки зимнего содержания,1,2,1,1,0,55.791052,37.017188
1094648,2022-01-17 06:30:00,Чеховский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,55.143926,37.469462
1094661,2022-01-17 07:15:00,Королёв,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.919296,37.806938
1094775,2022-01-17 12:45:00,Клинский,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,56.334092,36.716491
1094862,2022-01-17 17:15:00,Одинцовский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,2,2,0,1,55.677179,37.275882
1094903,2022-01-17 18:40:00,Каширский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,3,2,0,1,54.85562,38.211876
1094918,2022-01-17 19:10:00,Клинский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,56.193048,36.715193
1094934,2022-01-17 20:15:00,Истринский,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,3,2,0,3,56.025898,36.500874
1095013,2022-01-18 07:35:00,Мытищинский,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,55.891336,37.723618
1095044,2022-01-18 08:15:00,Балашиха,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,55.794267,37.934579
1095059,2022-01-18 08:50:00,Раменский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,3,2,0,2,55.480799,38.176374
1095101,2022-01-18 11:25:00,Раменский,Столкновение,Тяжёлый,Светлое время суток,Снегопад,,0,3,3,0,1,55.362625,38.294649
1095117,2022-01-18 12:20:00,Одинцовский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,2,0,1,55.734583,37.107707
1095135,2022-01-18 13:25:00,Одинцовский,Столкновение,Легкий,Светлое время суток,Пасмурно,Несоответствие железнодорожного переезда предъявляемым требованиям,1,3,3,0,1,55.629825,37.012564
1095154,2022-01-18 14:15:00,Домодедово,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,2,0,1,55.3344,37.7539
1095253,2022-01-18 18:35:00,Домодедово,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,1,55.194915,37.783785
1095307,2022-01-18 23:30:00,Подольский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостатки зимнего содержания,2,3,2,0,1,55.421555,37.546663
1095350,2022-01-19 07:30:00,Подольский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,4,4,0,2,55.359215,37.598078
1095380,2022-01-19 08:55:00,Орехово-Зуево,"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее производство работ",Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,55.766966,38.965888
1095383,2022-01-19 09:00:00,Коломенский,Столкновение,С погибшими,Светлое время суток,Ясно,,0,2,2,1,0,54.997238,38.968141
1095405,2022-01-19 10:25:00,Мытищинский,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,3,0,1,56.0156,37.5461
1095413,2022-01-19 10:50:00,Дмитровский,Наезд на пешехода,Легкий,Светлое время суток,Ясно,Недостатки зимнего содержания,1,2,1,0,1,56.376141,37.527205
1095422,2022-01-19 11:20:00,Солнечногорский,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,56.190899,36.972449
1095481,2022-01-19 15:00:00,Луховицкий,Столкновение,С погибшими,Светлое время суток,Ясно,,0,5,6,2,1,54.92549,39.096909
1095530,2022-01-19 17:20:00,Ногинский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Снегопад,,0,9,3,0,6,55.817318,38.14702
1095633,2022-01-20 06:09:00,Ленинский,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Ясно,,0,11,3,0,9,55.53231,37.767863
1095673,2022-01-20 08:30:00,Сергиево-Посадский,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,2,56.296479,38.155915
1095700,2022-01-20 11:00:00,Королёв,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,55.932147,37.859015
