id,datetime,district,category,severity,light,weather,road_defect,road_defects,participants_count,vehicles_count,dead_count,injured_count,lat,lon
31,2015-01-01 01:10:00,Выгоничский район,Наезд на препятствие,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,2,53.054167,33.0775
133,2015-01-01 05:37:00,Брянская область,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,8,2,0,8,53.2797,34.3525
177,2015-01-01 07:10:00,Севский район,Столкновение,С погибшими,Сумерки,Пасмурно,,0,2,2,1,0,34.470556,52.105556
179,2015-01-01 07:15:00,Навлинский район,Столкновение,С погибшими,Светлое время суток,Пасмурно,,0,6,2,2,4,52.531111,34.531111
205,2015-01-01 09:15:00,Дубровский район,Наезд на пешехода,С погибшими,Светлое время суток,Пасмурно,,0,7,1,1,0,53.6806,33.5042
275,2015-01-01 14:55:00,Новозыбковский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Пасмурно,Низкие сцепные качества покрытия,1,2,1,0,2,52.586944,31.9325
414,2015-01-01 20:20:00,Брянский район,Наезд на велосипедиста,С погибшими,"В темное время суток, освещение включено",Пасмурно,,0,2,2,1,0,53.192778,34.231667
419,2015-01-01 20:30:00,Навлинский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,4,1,0,3,52.748056,34.531111
968,2015-01-02 23:50:00,Брянская область,Наезд на пешехода,С погибшими,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,1,0,53.323056,34.281667
988,2015-01-03 00:50:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Дождь,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.264444,34.322222
1126,2015-01-03 12:00:00,Клинцовский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,52.785556,32.205278
1245,2015-01-03 17:02:00,Брянский район,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,1,53.283889,33.941667
1287,2015-01-03 18:10:00,Комаричский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,1,1,0,1,52.3425,34.768889
1319,2015-01-03 19:30:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,53.256944,34.323889
1402,2015-01-04 00:10:00,Брянская область,Наезд на препятствие,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,1,1,0,1,53.2975,34.372778
1521,2015-01-04 11:30:00,Жуковский район,Съезд с дороги,Легкий,Светлое время суток,Пасмурно,,0,2,1,0,1,53.454444,33.644167
1528,2015-01-04 12:00:00,Клинцовский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,52.200278,32.2375
1569,2015-01-04 14:01:00,Погарский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,6,3,0,4,55.579444,33.169167
1579,2015-01-04 14:40:00,Дятьковский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Снегопад,Низкие сцепные качества покрытия,1,1,1,0,1,53.605,34.341667
1694,2015-01-04 18:30:00,Погарский район,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,2,2,0,1,52.536667,33.269167
1702,2015-01-04 18:45:00,Дятьковский район,Наезд на препятствие,Легкий,"В темное время суток, освещение отсутствует",Снегопад,Недостатки зимнего содержания,1,2,1,0,1,53.626389,34.265833
1845,2015-01-05 08:40:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,53.363056,34.296944
1851,2015-01-05 09:20:00,Почепский район,Опрокидывание,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,52.935,33.610556
1897,2015-01-05 12:40:00,Унеченский район,Съезд с дороги,Легкий,"В темное время суток, освещение отсутствует",Снегопад,,0,2,1,0,1,52.7775,32.7022
1946,2015-01-05 15:05:00,Брянский район,Столкновение,Легкий,Светлое время суток,Пасмурно,,0,3,2,0,1,53.389722,34.325833
1966,2015-01-05 16:05:00,Дятьковский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,4,2,0,1,52.626667,34.154167
2062,2015-01-05 19:50:00,Карачевский район,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,35.4485,34.22456
2119,2015-01-05 23:20:00,Клетянский район,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,1,53.235,33.2667
2321,2015-01-06 16:00:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,53.296111,34.307778
2338,2015-01-06 16:35:00,Жуковский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,2,53.533056,33.730556
2417,2015-01-06 18:50:00,Новозыбковский район,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,Неисправное освещение,1,2,1,0,1,52.878056,31.162778
2550,2015-01-07 07:00:00,Погарский район,Съезд с дороги,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,1,1,0,1,52.0,33.0
2575,2015-01-07 10:15:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.258889,34.325833
2682,2015-01-07 16:30:00,Гордеевский район,Съезд с дороги,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,52.808333,31.723333
2727,2015-01-07 18:05:00,Суражский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,Отсутствие освещения,1,2,1,1,0,52.9031,32.3842
2942,2015-01-08 12:30:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,2,2,1,0,1,53.208333,34.458333
2961,2015-01-08 13:30:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,2,0,1,53.256667,34.325
3069,2015-01-08 19:00:00,Брянский район,Столкновение,Легкий,"В темное время суток, освещение включено",Ясно,,0,3,2,0,1,53.172222,34.211389
3093,2015-01-08 20:00:00,Климовский район,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,1,52.376667,32.194167
3277,2015-01-09 13:15:00,Почепский район,Столкновение,Тяжёлый,Светлое время суток,Снегопад,,0,4,3,0,1,52.9225,33.515833
3526,2015-01-10 00:45:00,Брянская область,Столкновение,Легкий,"В темное время суток, освещение включено",Снегопад,,0,3,2,0,1,53.245278,34.375
3533,2015-01-10 01:55:00,Почепский район,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение не включено",Пасмурно,Отсутствие освещения,1,4,1,0,3,52.920833,33.463889
3582,2015-01-10 08:50:00,Унеченский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,2,0,3,52.7853,32.5445
3617,2015-01-10 10:55:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Снегопад,,0,2,1,0,1,53.298889,34.309444
3810,2015-01-10 17:30:00,Брянский район,Иной вид ДТП,С погибшими,"В темное время суток, освещение отсутствует",Туман,,0,3,2,1,0,53.388333,34.3275
3865,2015-01-10 19:55:00,Севский район,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Туман,,0,4,2,0,3,39.4956,32.1461
4256,2015-01-11 21:10:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.272778,34.4025
4373,2015-01-12 08:25:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Пасмурно,Недостатки зимнего содержания,1,2,1,0,1,53.2525,34.333611
4465,2015-01-12 13:35:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.238889,34.347222
4711,2015-01-13 07:30:00,Навлинский район,Наезд на стоящее ТС,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,4,2,0,1,52.836667,34.530278
4997,2015-01-13 18:20:00,Выгоничский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,1,52.940556,33.971389
5041,2015-01-13 19:35:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Недостаточное освещение,2,2,1,0,1,53.236944,34.37
5139,2015-01-14 06:10:00,Погарский район,Опрокидывание,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,,0,3,1,1,2,52.4689,33.2175
5239,2015-01-14 10:40:00,Унеченский район,Столкновение,Легкий,Светлое время суток,Пасмурно,,0,3,2,0,1,0.0,0.0
5316,2015-01-14 14:15:00,Брянская область,Столкновение,Легкий,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,53.213056,34.429444
5448,2015-01-14 18:40:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.263056,34.323889
5477,2015-01-14 19:25:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,53.245556,34.336944
5597,2015-01-15 07:00:00,Клинцовский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,1,0,52.664444,32.255556
5664,2015-01-15 09:00:00,Брянская область,Столкновение,Легкий,Светлое время суток,Пасмурно,Недостатки зимнего содержания,2,2,2,0,1,53.294167,34.254167
5807,2015-01-15 16:45:00,Погарский район,Столкновение,С погибшими,Светлое время суток,Пасмурно,"Неправильное применение, плохая видимость дорожных знаков",2,10,2,3,6,52.596389,33.350278
5943,2015-01-15 21:45:00,Клетянский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,1,1,0,1,53.431667,33.202778
6002,2015-01-16 04:25:00,Карачевский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,1,35.4517,34.2782
6024,2015-01-16 07:10:00,Почепский район,Наезд на стоящее ТС,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,6,2,0,2,52.95,33.354167
6343,2015-01-16 17:45:00,Стародубский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,1,0,52.635556,32.934167
6366,2015-01-16 18:30:00,Унеченский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение не включено",Пасмурно,Недостаточное освещение,2,2,1,0,1,52.8442,32.6769
6410,2015-01-16 19:45:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Отсутствие пешеходных ограждений в необходимых местах,2,3,1,0,2,53.306667,34.3025
6507,2015-01-17 00:25:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,Отсутствие дорожных знаков в необходимых местах,2,2,1,0,1,53.261389,34.4125
6592,2015-01-17 08:37:00,Брянская область,Столкновение,Легкий,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,53.211667,34.439167
6671,2015-01-17 13:00:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.208056,34.459167
7240,2015-01-18 20:30:00,Унеченский район,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,5,1,0,3,52.7881,32.7356
7319,2015-01-19 02:30:00,Суражский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,1,1,0,1,52.5387,33.2287
7323,2015-01-19 04:00:00,Брянский район,Наезд на препятствие,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,1,1,0,1,53.279167,34.207222
7376,2015-01-19 07:45:00,Брянский район,Столкновение,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,0,1,53.2825,34.204444
7493,2015-01-19 13:15:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Пасмурно,,0,2,1,0,1,53.217778,34.4
7735,2015-01-19 22:25:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.306667,34.269444
7765,2015-01-20 00:30:00,Брянская область,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,1,53.220556,34.382778
7846,2015-01-20 08:50:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.2625,34.324167
8061,2015-01-20 18:00:00,Брянская область,Наезд на пешехода,Легкий,Сумерки,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.240833,34.364722
8127,2015-01-20 20:40:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,Отсутствие освещения,3,2,1,0,1,53.232778,34.481667
8164,2015-01-20 23:20:00,Рогнединский район,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,1,1,0,1,53.9931,33.9933
8195,2015-01-21 05:40:00,Дятьковский район,Наезд на препятствие,С погибшими,"В темное время суток, освещение включено",Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,1,1,1,0,53.577778,34.341944
8806,2015-01-22 15:40:00,Брянский район,Падение пассажира,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.169444,34.346111
8858,2015-01-22 18:10:00,Дятьковский район,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,Отсутствие дорожных знаков в необходимых местах,2,2,1,0,1,53.596944,34.335833
8877,2015-01-22 18:50:00,Унеченский район,Наезд на велосипедиста,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,0.0,0.0
9177,2015-01-23 15:55:00,Гордеевский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Дождь,Низкие сцепные качества покрытия,1,2,1,0,1,53.06,31.906667
9259,2015-01-23 18:25:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.255833,34.328889
9282,2015-01-23 18:55:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.273333,34.401667
9311,2015-01-23 19:50:00,Брянский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Дождь,,0,2,1,0,1,53.176389,34.359444
9365,2015-01-23 22:50:00,Брянский район,Столкновение,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,Недостатки зимнего содержания,1,3,2,2,0,53.248333,34.221667
9441,2015-01-24 07:15:00,Унеченский район,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,8,2,0,7,0.0,0.0
9462,2015-01-24 09:20:00,Брянский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Недостатки зимнего содержания,2,2,1,0,1,53.235278,34.578056
9616,2015-01-24 16:45:00,Брянский район,Опрокидывание,Легкий,Светлое время суток,Дождь,Недостатки зимнего содержания,1,2,1,0,1,53.180833,34.218056
9618,2015-01-24 17:00:00,Брянский район,Столкновение,Тяжёлый,Сумерки,Пасмурно,Недостатки зимнего содержания,1,4,3,0,3,53.242222,34.2225
9714,2015-01-24 21:00:00,Брянский район,Съезд с дороги,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,1,1,0,1,53.5437,34.3579
9802,2015-01-25 05:30:00,Брянский район,Опрокидывание,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,2,53.457778,34.371389
9865,2015-01-25 13:00:00,Почепский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,52.894167,33.461944
10091,2015-01-26 03:00:00,Дятьковский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Снегопад,Недостатки зимнего содержания,1,2,1,0,2,53.433889,34.200278
10503,2015-01-27 10:30:00,Унеченский район,Наезд на препятствие,Легкий,Светлое время суток,Пасмурно,,0,5,1,0,3,52.7864,32.8811
10533,2015-01-27 11:50:00,Брянский район,Столкновение,Легкий,Светлое время суток,Пасмурно,,0,3,3,0,1,53.2157,34.3127
10570,2015-01-27 14:00:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,53.2232,34.6155
10623,2015-01-27 16:40:00,Выгоничский район,Столкновение,С погибшими,Светлое время суток,Пасмурно,,0,4,2,1,2,52.936667,33.892778
10843,2015-01-28 10:00:00,Жуковский район,Иной вид ДТП,Тяжёлый,Светлое время суток,Пасмурно,,0,1,1,0,1,53.5528,33.1681
10858,2015-01-28 10:35:00,Дятьковский район,Столкновение,Легкий,Светлое время суток,Пасмурно,,0,4,3,0,2,53.370833,34.186389
11043,2015-01-28 18:40:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.260556,34.325278
11198,2015-01-29 08:05:00,Дятьковский район,Наезд на пешехода,Легкий,Светлое время суток,Пасмурно,,0,2,1,0,1,53.594167,34.342778
11329,2015-01-29 14:00:00,Новозыбковский район,Наезд на препятствие,Легкий,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,1,1,1,0,1,52.573333,31.993889
11686,2015-01-30 13:20:00,Жуковский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,53.5653,33.7278
11805,2015-01-30 18:30:00,Брянская область,Наезд на велосипедиста,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,Отсутствие освещения,2,2,2,0,1,53.329167,34.253056
11957,2015-01-31 04:20:00,Дятьковский район,Съезд с дороги,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,5,1,0,4,53.516944,34.343611
12366,2015-01-31 23:50:00,Брянский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Дождь,,0,2,1,0,2,53.191111,34.385278
12438,2015-02-01 08:10:00,Почепский район,Съезд с дороги,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,5,1,0,5,52.883056,33.381944
12445,2015-02-01 08:45:00,Брянская область,Наезд на препятствие,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,1,1,0,1,53.223889,34.333056
12548,2015-02-01 15:20:00,Брянский район,Наезд на препятствие,Легкий,Светлое время суток,Ясно,,0,3,1,0,1,53.387778,34.116111
12574,2015-02-01 16:20:00,Выгоничский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.265556,34.195
12624,2015-02-01 18:40:00,Почепский район,Столкновение,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,,0,7,3,3,2,52.858333,33.340278
12683,2015-02-01 20:47:00,Брянская область,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,1,53.250556,34.379444
12739,2015-02-02 02:40:00,Стародубский район,Съезд с дороги,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,Несоответствие дорожных ограждений предъявляемым требованиям,4,4,1,0,2,52.359722,32.390556
13145,2015-02-03 07:50:00,Брянский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,53.393056,34.331389
13146,2015-02-03 07:55:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.313056,34.306944
13431,2015-02-03 20:45:00,Брянская область,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Неровное покрытие,2,2,2,0,1,53.279444,34.331389
13432,2015-02-03 20:50:00,Брянская область,Наезд на препятствие,С погибшими,"В темное время суток, освещение включено",Пасмурно,,0,2,1,1,1,53.2575,34.385833
13469,2015-02-04 00:20:00,Брянская область,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,2,53.266667,34.354167
13632,2015-02-04 13:56:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,34.282778,53.327222
13666,2015-02-04 15:35:00,Брянский район,Столкновение,Легкий,Светлое время суток,Пасмурно,Нарушения в размещении наружной рекламы,1,2,2,0,1,53.266944,34.279444
13673,2015-02-04 16:15:00,Брянский район,Падение пассажира,Тяжёлый,Светлое время суток,Ясно,,0,3,2,0,1,53.2575,34.321111
13833,2015-02-05 04:00:00,Новозыбковский район,Опрокидывание,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,2,52.504167,32.039167
13843,2015-02-05 07:20:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.260278,34.325556
13960,2015-02-05 12:28:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,2,0,2,53.1825,34.219167
14055,2015-02-05 17:25:00,Брянская область,Столкновение,Легкий,Светлое время суток,Пасмурно,Отсутствие пешеходных ограждений в необходимых местах,1,4,3,0,1,34.621944,53.306944
14062,2015-02-05 18:00:00,Унеченский район,Столкновение,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,3,2,0,1,52.7839,32.7622
14103,2015-02-05 19:10:00,Злынковский район,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,1,1,0,1,52.306667,31.880278
14247,2015-02-06 08:20:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,Отсутствие элементов обустройства остановочного пункта общественного пассажирского транспорта,2,3,1,0,2,34.285556,53.326667
14630,2015-02-07 01:45:00,Брянский район,Съезд с дороги,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,1,53.197778,34.514167
14652,2015-02-07 04:40:00,Климовский район,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение не включено",Пасмурно,Дефекты покрытия,2,2,1,0,2,52.451389,32.422778
14707,2015-02-07 09:00:00,Погарский район,Опрокидывание,Тяжёлый,Светлое время суток,Пасмурно,,0,1,1,0,1,52.6325,33.3522
14738,2015-02-07 10:30:00,Карачевский район,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,1,2,2,0,1,35.0,34.0
14755,2015-02-07 11:20:00,Дятьковский район,Наезд на пешехода,Легкий,Светлое время суток,Ясно,"Неправильное применение, плохая видимость дорожных знаков",2,2,1,0,1,53.592222,34.333056
14843,2015-02-07 15:40:00,Брянский район,Столкновение,Легкий,Светлое время суток,Пасмурно,,0,3,2,0,1,53.259167,34.311944
15056,2015-02-08 04:01:00,Брянский район,Наезд на препятствие,Легкий,"В темное время суток, освещение включено",Снегопад,,0,2,1,0,1,53.316944,34.09
15166,2015-02-08 14:00:00,Брянская область,Иной вид ДТП,Тяжёлый,Светлое время суток,Снегопад,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.173493,34.191977
15404,2015-02-09 04:00:00,Стародубский район,Опрокидывание,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,0,1,52.554444,32.780278
15521,2015-02-09 11:20:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,2,2,0,1,53.423056,34.368889
15852,2015-02-10 08:30:00,Почепский район,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,2,3,2,0,1,52.9294,33.4464
15912,2015-02-10 11:00:00,Навлинский район,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,1,2,2,0,1,52.918889,34.453056
15939,2015-02-10 12:50:00,Брасовский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,1,62.533889,34.511667
16264,2015-02-11 11:10:00,Брянский район,Падение пассажира,Легкий,Светлое время суток,Пасмурно,,0,3,2,0,1,53.203333,34.259167
16392,2015-02-11 18:30:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.152163,34.22238
16583,2015-02-12 10:50:00,Навлинский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.021944,34.408333
16679,2015-02-12 15:30:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.341667,34.285833
16925,2015-02-13 10:05:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,2,2,1,0,1,53.259167,34.325556
16958,2015-02-13 12:00:00,Стародубский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,52.590833,32.771667
17037,2015-02-13 15:35:00,Брянская область,Столкновение,Легкий,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,2,3,2,0,1,53.259167,34.428056
17296,2015-02-14 06:50:00,Почепский район,Съезд с дороги,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,5,1,0,3,52.968333,33.793889
17476,2015-02-14 14:35:00,Брянская область,Столкновение,Легкий,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,1,53.24,34.328889
17601,2015-02-14 20:00:00,Почепский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение включено",Пасмурно,Недостаточное освещение,1,2,1,1,0,52.892778,33.446944
17621,2015-02-14 20:40:00,Брянская область,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,1,1,0,1,53.268611,34.321944
17674,2015-02-14 22:50:00,Брянская область,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.301111,34.310833
17687,2015-02-14 23:50:00,Брянская область,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,53.193611,34.426389
17704,2015-02-15 00:40:00,Почепский район,Столкновение,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,8,2,1,5,52.9456,33.6758
17735,2015-02-15 02:40:00,Гордеевский район,Съезд с дороги,Тяжёлый,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,2,52.839444,31.764444
17763,2015-02-15 04:30:00,Навлинский район,Съезд с дороги,Легкий,Светлое время суток,Ясно,,0,1,1,0,1,52.684444,34.455833
17770,2015-02-15 05:20:00,Суражский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение не включено",Ясно,Отсутствие освещения,3,3,1,0,2,53.020556,32.404444
