dtp_id,vehicle_no,role,gender,experience,violation,violations_count,health,brand,vehicle_year,vehicle_category
1143429,2,Водитель,Женский,12.0,Нет нарушений,0,Ранен,NISSAN,2016,Прочие легковые автомобили
1143437,1,Велосипедист,Мужской,99.0,Нет нарушений,0,Ранен,,,Велосипеды
1143437,2,Водитель,Женский,6.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,TOYOTA,2016,"С-класс (малый средний, компактный) до 4,3 м"
1143463,1,Водитель,Мужской,95.0,Несоответствие скорости конкретным условиям движения,1,Погиб,Прочие марки ТС,2020,Мопеды с электродвигателем менее 4 кВт
1143483,1,Водитель,Мужской,24.0,Нет нарушений,0,Не пострадал,KIA,2020,Прочие легковые автомобили
1143483,,Пешеход,Мужской,,Неожиданный выход из-за стоящего ТС,1,Ранен,,,
1143501,1,Водитель,Мужской,25.0,Нет нарушений,0,Не пострадал,HYUNDAI,2019,"В-класс (малый) до 3,9 м"
1143501,,Пешеход,Мужской,,Нахождение на проезжей части без цели её перехода,1,Погиб,,,
1143510,2,Водитель,Мужской,8.0,Неправильный выбор дистанции,1,Ранен,ВАЗ,2003,Прочие легковые автомобили
1143510,3,Водитель,Мужской,17.0,Нет нарушений,0,Не пострадал,КАМАЗ,2007,Бортовые грузовые автомобили
1143511,1,Водитель,Мужской,10.0,Несоответствие скорости конкретным условиям движения,1,Ранен,MAZDA,2021,"D-класс (средний) до 4,6 м"
1143511,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,MAZDA,2021,"D-класс (средний) до 4,6 м"
1143511,1,Пассажир,Женский,,Нет нарушений,0,Ранен,MAZDA,2021,"D-класс (средний) до 4,6 м"
1143512,1,Водитель,Мужской,2.0,Нет нарушений,0,Не пострадал,HYUNDAI,2007,Бортовые грузовые автомобили
1143512,2,Водитель,Мужской,39.0,Несоблюдение очередности проезда,1,Не пострадал,SKODA,2021,"В-класс (малый) до 3,9 м"
1143512,2,Пассажир,Женский,,Нет нарушений,0,Ранен,SKODA,2021,"В-класс (малый) до 3,9 м"
1143529,1,Водитель,Мужской,6.0,Несоответствие скорости конкретным условиям движения,1,Ранен,MAZDA,2007,"В-класс (малый) до 3,9 м"
1143529,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,MAZDA,2007,"В-класс (малый) до 3,9 м"
1143529,1,Пассажир,Женский,,Нет нарушений,0,Ранен,MAZDA,2007,"В-класс (малый) до 3,9 м"
1143529,1,Пассажир,Женский,,Нет нарушений,0,Ранен,MAZDA,2007,"В-класс (малый) до 3,9 м"
1143529,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,MAZDA,2007,"В-класс (малый) до 3,9 м"
1143560,1,Водитель,Мужской,16.0,Нет нарушений,0,Не пострадал,SKODA,2005,"В-класс (малый) до 3,9 м"
1143560,2,Водитель,Мужской,12.0,Нет нарушений,0,Не пострадал,ГАЗ,2011,Фургоны
1143560,3,Водитель,Мужской,43.0,Нет нарушений,0,Ранен,NISSAN,2013,"В-класс (малый) до 3,9 м"
1143560,3,Пассажир,Женский,,Нет нарушений,0,Ранен,NISSAN,2013,"В-класс (малый) до 3,9 м"
1143560,4,Водитель,Мужской,22.0,Неправильный выбор дистанции,1,Не пострадал,IVECO,2019,Рефрижераторы
1143560,6,Водитель,Мужской,28.0,Нет нарушений,0,Не пострадал,КАМАЗ,2020,Седельные тягачи
1143562,1,Велосипедист,Мужской,99.0,Несоблюдение очередности проезда,1,Погиб,,,Велосипеды
1143562,2,Водитель,Мужской,11.0,Нет нарушений,0,Не пострадал,KIA,2017,"В-класс (малый) до 3,9 м"
1143603,1,Водитель,Мужской,9.0,Выезд на полосу встречного движения,1,Не пострадал,FORD,2012,"В-класс (малый) до 3,9 м"
1143603,2,Водитель,Мужской,22.0,Нет нарушений,0,Ранен,CHEVROLET,2014,"В-класс (малый) до 3,9 м"
1143618,1,Водитель,Мужской,3.0,Нет нарушений,0,Не пострадал,FORD,2008,Прочие легковые автомобили
1143618,2,Велосипедист,Мужской,99.0,Несоблюдение очередности проезда,1,Ранен,AC,2018,Велосипеды
1143677,1,Водитель,Мужской,16.0,Несоблюдение очередности проезда,1,Не пострадал,КАМАЗ,1989,Самосвалы
1143677,2,Водитель,Мужской,22.0,Нет нарушений,0,Ранен,SUZUKI,2016,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.
1143685,1,Водитель,Мужской,30.0,Нарушение правил расположения ТС на проезжей части,1,Не пострадал,FORD,2010,"В-класс (малый) до 3,9 м"
1143685,2,Водитель,Мужской,6.0,Нет нарушений,0,Не пострадал,VOLKSWAGEN,2016,"В-класс (малый) до 3,9 м"
1143685,2,Пассажир,Женский,,Нет нарушений,0,Ранен,VOLKSWAGEN,2016,"В-класс (малый) до 3,9 м"
1143745,2,Водитель,Мужской,10.0,Нет нарушений,0,Не пострадал,MERCEDES,2020,Седельные тягачи
1143745,,Пешеход,Мужской,,Движение вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины,1,Ранен,,,
1143771,1,Водитель,Мужской,3.0,Нет нарушений,0,Не пострадал,OPEL,1999,Прочие легковые автомобили
1143771,2,Водитель,Мужской,96.0,Неправильный выбор дистанции,1,Ранен,YAMAHA,2000,Мотоциклы
1143771,3,Водитель,Мужской,22.0,Нет нарушений,0,Не пострадал,SKODA,2018,Прочие легковые автомобили
1143782,1,Водитель,Мужской,22.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,MITSUBISHI,2005,Прочие легковые автомобили
1143782,2,Водитель,Женский,9.0,Нет нарушений,0,Ранен,TOYOTA,2006,Прочие легковые автомобили
1143806,1,Водитель,Мужской,25.0,Нарушение правил проезда пешеходного перехода,1,Не пострадал,RENAULT,2016,"В-класс (малый) до 3,9 м"
1143806,,Пешеход,Женский,,Нет нарушений,0,Ранен,,,
1143822,1,Водитель,Мужской,96.0,Нет нарушений,0,Ранен,YAMAHA,1999,Мотоциклы
1143822,2,Водитель,Женский,6.0,Несоблюдение очередности проезда,1,Не пострадал,BMW,2007,Прочие легковые автомобили
1143822,3,Велосипедист,Мужской,99.0,Нет нарушений,0,Не пострадал,Прочие марки ТС,2007,Велосипеды
1143837,1,Водитель,Мужской,24.0,Нет нарушений,0,Ранен,ЗАЗ,2012,"В-класс (малый) до 3,9 м"
1143837,1,Пассажир,Женский,,Нет нарушений,0,Ранен,ЗАЗ,2012,"В-класс (малый) до 3,9 м"
1143837,2,Водитель,Мужской,25.0,Неправильный выбор дистанции,1,Не пострадал,МАЗ,2022,Самосвалы
1143887,1,Водитель,Мужской,2.0,Нет нарушений,0,Не пострадал,CHEVROLET,2013,Прочие легковые автомобили
1143887,2,Велосипедист,Женский,99.0,Несоблюдение очередности проезда,1,Ранен,BMW,2020,Велосипеды
1143935,1,Водитель,Мужской,21.0,Несоответствие скорости конкретным условиям движения,1,Ранен,YAMAHA,1998,Мотоциклы
1143940,1,Водитель,Мужской,19.0,Нет нарушений,0,Не пострадал,SKODA,2015,Прочие легковые автомобили
1143940,,Пешеход,Мужской,,Нахождение на проезжей части без цели её перехода,1,Ранен,,,
1143965,1,Водитель,Мужской,34.0,Несоответствие скорости конкретным условиям движения,1,Ранен,IVECO,2015,Рефрижераторы
1143983,1,Водитель,Мужской,32.0,Выезд на полосу встречного движения,1,Ранен,NISSAN,2011,"В-класс (малый) до 3,9 м"
1143983,1,Пассажир,Женский,,Нет нарушений,0,Ранен,NISSAN,2011,"В-класс (малый) до 3,9 м"
1143983,2,Водитель,Мужской,24.0,Нет нарушений,0,Ранен,FORD,2017,"В-класс (малый) до 3,9 м"
1144010,1,Водитель,Женский,5.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,VOLKSWAGEN,2019,Прочие легковые автомобили
1144010,,Пешеход,Мужской,,Нет нарушений,0,Ранен,,,
1144018,1,Велосипедист,Мужской,99.0,Несоблюдение очередности проезда,1,Ранен,G&amp;amp;G,,Велосипеды
1144018,2,Водитель,Мужской,25.0,Нет нарушений,0,Не пострадал,MITSUBISHI,2014,Бортовые грузовые автомобили
1144038,1,Водитель,Мужской,18.0,Выезд на полосу встречного движения,1,Ранен,SUZUKI,1999,Мотоциклы
1144038,2,Водитель,Мужской,15.0,Нет нарушений,0,Не пострадал,KIA,2013,"А-класс (особо малый) до 3,5 м"
1144161,2,Водитель,Мужской,30.0,Выезд на полосу встречного движения,1,Не пострадал,DAF,2006,Седельные тягачи
1144161,3,Водитель,Мужской,23.0,Нет нарушений,0,Ранен,ГАЗ,2016,Бортовые грузовые автомобили
1144166,1,Водитель,Женский,16.0,Нарушение правил проезда пешеходного перехода,1,Не пострадал,SKODA,2018,"В-класс (малый) до 3,9 м"
1144166,,Пешеход,Женский,,Нет нарушений,0,Ранен,,,
1144183,1,Водитель,Мужской,2.0,Нет нарушений,0,Ранен,ВАЗ,2007,"В-класс (малый) до 3,9 м"
1144183,1,Пассажир,Женский,,Нет нарушений,0,Ранен,ВАЗ,2007,"В-класс (малый) до 3,9 м"
1144183,2,Водитель,Мужской,15.0,Несоблюдение очередности проезда,1,Не пострадал,SSANGYONG,2013,"В-класс (малый) до 3,9 м"
1144258,1,Водитель,Мужской,17.0,Нет нарушений,0,Ранен,YAMAHA,2000,Мотоциклы
1144258,2,Водитель,Мужской,22.0,Несоблюдение очередности проезда,1,Не пострадал,KIA,2010,"С-класс (малый средний, компактный) до 4,3 м"
1144296,1,Водитель,Мужской,96.0,Нет нарушений,0,Погиб,YAMAHA,2008,Мотоциклы
1144296,2,Водитель,Мужской,24.0,Несоблюдение очередности проезда,1,Не пострадал,ВАЗ,2019,"В-класс (малый) до 3,9 м"
1144309,1,Пешеход,Мужской,99.0,Иные нарушения,1,Ранен,,,Персональное электрическое средство передвижения малой мощности
1144309,2,Водитель,Мужской,11.0,Нет нарушений,0,Не пострадал,OPEL,2014,"В-класс (малый) до 3,9 м"
1144311,1,Водитель,Мужской,13.0,Нет нарушений,0,Ранен,HONDA,2000,Мотоциклы
1144311,2,Водитель,Мужской,0.0,Несоблюдение очередности проезда,1,Не пострадал,ВАЗ,2014,"В-класс (малый) до 3,9 м"
1144328,1,Водитель,Мужской,96.0,Нет нарушений,0,Погиб,HONDA,2004,Мотоциклы
1144328,2,Водитель,Мужской,22.0,"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия",1,Не пострадал,TOYOTA,2008,"D-класс (средний) до 4,6 м"
1144347,1,Водитель,Мужской,21.0,Нет нарушений,0,Ранен,KAWASAKI,1995,Мотоциклы
1144347,2,Водитель,Мужской,7.0,Несоблюдение очередности проезда,1,Не пострадал,TOYOTA,2016,"Е-класс (высший средний, бизнес-класс) до 4,9 м"
1144369,1,Водитель,Мужской,95.0,"Разворот в местах, где разворот запрещён",1,Не пострадал,ВАЗ,2007,"С-класс (малый средний, компактный) до 4,3 м"
1144369,2,Пассажир,Женский,,Нет нарушений,0,Ранен,DAEWOO,2022,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.
1144369,2,Водитель,Мужской,0.0,Нет нарушений,0,Не пострадал,DAEWOO,2022,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.
1144389,1,Водитель,Женский,1.0,Несоответствие скорости конкретным условиям движения,1,Ранен,KIA,2013,Прочие легковые автомобили
1144389,1,Пассажир,Мужской,,Нет нарушений,0,Погиб,KIA,2013,Прочие легковые автомобили
1144407,1,Водитель,Мужской,5.0,Нет нарушений,0,Ранен,HYUNDAI,2008,Рефрижераторы
1144407,2,Водитель,Мужской,31.0,Неправильный выбор дистанции,1,Не пострадал,HYUNDAI,2019,Фургоны
1144439,1,Водитель,Мужской,95.0,Нарушение правил расположения ТС на проезжей части,1,Не пострадал,FORD,2015,"В-класс (малый) до 3,9 м"
1144439,1,Пассажир,Женский,,Иные нарушения,1,Ранен,FORD,2015,"В-класс (малый) до 3,9 м"
1144439,1,Пассажир,Мужской,,Иные нарушения,1,Ранен,FORD,2015,"В-класс (малый) до 3,9 м"
1144439,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,FORD,2015,"В-класс (малый) до 3,9 м"
1144464,1,Пассажир,Женский,,Нет нарушений,0,Ранен,CHRYSLER,2008,"А-класс (особо малый) до 3,5 м"
1144464,1,Водитель,Мужской,15.0,Нет нарушений,0,Не пострадал,CHRYSLER,2008,"А-класс (особо малый) до 3,5 м"
1144470,1,Пассажир,Женский,,Нет нарушений,0,Ранен,MERCEDES,2013,Прочие легковые автомобили
1144470,1,Водитель,Мужской,26.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,MERCEDES,2013,Прочие легковые автомобили
1144470,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,MERCEDES,2013,Прочие легковые автомобили
1144470,2,Водитель,Мужской,5.0,Нет нарушений,0,Не пострадал,TOYOTA,2017,Прочие легковые автомобили
1144471,1,Водитель,Мужской,12.0,Нет нарушений,0,Не пострадал,NISSAN,2010,Прочие легковые автомобили
1144471,2,Водитель,Мужской,20.0,Нет нарушений,0,Не пострадал,KIA,2012,Минивэны и универсалы повышенной вместимости
1144471,3,Водитель,Мужской,19.0,Неправильный выбор дистанции,1,Не пострадал,TOYOTA,2015,"D-класс (средний) до 4,6 м"
1144471,3,Пассажир,Мужской,,Нет нарушений,0,Ранен,TOYOTA,2015,"D-класс (средний) до 4,6 м"
1144528,1,Велосипедист,Женский,99.0,Нарушение правил расположения ТС на проезжей части,1,Ранен,,,Велосипеды
1144528,2,Водитель,Мужской,1.0,Нет нарушений,0,Не пострадал,ВАЗ,2010,"А-класс (особо малый) до 3,5 м"
1144527,1,Водитель,Мужской,44.0,Нет нарушений,0,Не пострадал,ВАЗ,2010,"В-класс (малый) до 3,9 м"
1144527,,Пешеход,Мужской,,Иные нарушения,1,Погиб,,,
1144551,1,Водитель,Женский,3.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,KIA,2013,"В-класс (малый) до 3,9 м"
1144551,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,KIA,2013,"В-класс (малый) до 3,9 м"
1144551,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,KIA,2013,"В-класс (малый) до 3,9 м"
1144551,2,Водитель,Мужской,27.0,Нет нарушений,0,Не пострадал,KIA,2018,"В-класс (малый) до 3,9 м"
1144564,1,Водитель,Женский,16.0,"Несоблюдение условий, разрешающих движение транспорта задним ходом",1,Не пострадал,KIA,2011,"В-класс (малый) до 3,9 м"
1144564,,Пешеход,Женский,,Нет нарушений,0,Ранен,,,
1144654,1,Водитель,Мужской,26.0,Непредоставление преимущества в движении пешеходу,1,Не пострадал,ТАГАЗ (TAGAZ),2011,"В-класс (малый) до 3,9 м"
1144654,,Пешеход,Мужской,,Нет нарушений,0,Ранен,,,
1144655,1,Водитель,Мужской,7.0,Несоблюдение бокового интервала,1,Погиб,BMW,2016,Мотоциклы
1144655,2,Водитель,Женский,14.0,Нет нарушений,0,Не пострадал,VOLKSWAGEN,2020,"С-класс (малый средний, компактный) до 4,3 м"
1144714,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,FORD,2006,"В-класс (малый) до 3,9 м"
1144714,1,Водитель,Мужской,0.0,Нет нарушений,0,Не пострадал,FORD,2006,"В-класс (малый) до 3,9 м"
1144714,2,Водитель,Мужской,13.0,Нет нарушений,0,Не пострадал,DAEWOO,2012,"В-класс (малый) до 3,9 м"
1144714,3,Водитель,Мужской,5.0,Нарушение правил расположения ТС на проезжей части,1,Не пострадал,HYUNDAI,2013,Бортовые грузовые автомобили
1144741,1,Водитель,Мужской,5.0,Несоответствие скорости конкретным условиям движения,1,Ранен,DAEWOO,2011,"В-класс (малый) до 3,9 м"
1144791,1,Водитель,Мужской,26.0,Несоблюдение очередности проезда,1,Не пострадал,TOYOTA,2013,"В-класс (малый) до 3,9 м"
1144791,2,Водитель,Мужской,7.0,Нет нарушений,0,Не пострадал,ВАЗ,2017,"В-класс (малый) до 3,9 м"
1144791,2,Пассажир,Женский,,Нет нарушений,0,Ранен,ВАЗ,2017,"В-класс (малый) до 3,9 м"
1144840,1,Водитель,Мужской,25.0,Нет нарушений,0,Не пострадал,HONDA,2008,"В-класс (малый) до 3,9 м"
1144840,1,Пассажир,Женский,,Нет нарушений,0,Ранен,HONDA,2008,"В-класс (малый) до 3,9 м"
1144840,1,Пассажир,Женский,,Нет нарушений,0,Ранен,HONDA,2008,"В-класс (малый) до 3,9 м"
1144840,2,Водитель,Мужской,18.0,Нарушение правил перестроения,1,Не пострадал,MAZDA,2008,"В-класс (малый) до 3,9 м"
1144897,1,Водитель,Мужской,11.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,KIA,2018,"В-класс (малый) до 3,9 м"
1144897,1,Пассажир,Женский,,Нет нарушений,0,Ранен,KIA,2018,"В-класс (малый) до 3,9 м"
1144985,1,Водитель,Мужской,6.0,Несоблюдение очередности проезда,1,Не пострадал,HYUNDAI,2008,"А-класс (особо малый) до 3,5 м"
1144985,2,Пассажир,Женский,,Нет нарушений,0,Ранен,KTM,2021,Мотоциклы
1144985,2,Водитель,Мужской,16.0,Нет нарушений,0,Не пострадал,KTM,2021,Мотоциклы
1144994,1,Водитель,Женский,2.0,Нарушение правил перестроения,1,Ранен,YAMAHA,2007,Мотоциклы
1144994,2,Водитель,Женский,0.0,Нет нарушений,0,Не пострадал,Прочие марки легковых ТС,2007,Прочие легковые автомобили
1144995,1,Водитель,Женский,6.0,Несоответствие скорости конкретным условиям движения,1,Ранен,TOYOTA,2011,"D-класс (средний) до 4,6 м"
1145040,1,Водитель,Мужской,13.0,Нет нарушений,0,Не пострадал,VOLVO,2000,Прочие легковые автомобили
1145040,2,Пассажир,Женский,,Нет нарушений,0,Ранен,FORD,2007,Прочие легковые автомобили
1145040,2,Водитель,Женский,26.0,Несоблюдение бокового интервала,1,Ранен,FORD,2007,Прочие легковые автомобили
1145043,1,Водитель,Женский,22.0,Несоответствие скорости конкретным условиям движения,1,Ранен,NISSAN,2015,Прочие легковые автомобили
1145043,1,Пассажир,Женский,,Нет нарушений,0,Ранен,NISSAN,2015,Прочие легковые автомобили
1145072,1,Водитель,Мужской,41.0,Нет нарушений,0,Ранен,ВАЗ,2005,"В-класс (малый) до 3,9 м"
1145072,2,Водитель,Мужской,3.0,Несоблюдение очередности проезда,1,Не пострадал,HYUNDAI,2016,"В-класс (малый) до 3,9 м"
1145085,2,Водитель,Мужской,3.0,Нет нарушений,0,Не пострадал,MAZDA,2008,Прочие легковые автомобили
1145085,3,Водитель,Мужской,22.0,Нет нарушений,0,Не пострадал,FORD,2012,"В-класс (малый) до 3,9 м"
1145085,4,Водитель,Мужской,32.0,Нарушение правил перестроения,1,Ранен,MERCEDES,2015,Седельные тягачи
1145086,1,Водитель,Мужской,3.0,Нет нарушений,0,Не пострадал,LAND ROVER,2006,Прочие легковые автомобили
1145086,2,Водитель,Мужской,24.0,Нет нарушений,0,Не пострадал,KIA,2014,"В-класс (малый) до 3,9 м"
1145086,2,Пассажир,Женский,,Нет нарушений,0,Ранен,KIA,2014,"В-класс (малый) до 3,9 м"
1145086,3,Водитель,Мужской,17.0,Нарушение правил перестроения,1,Не пострадал,KIA,2020,"В-класс (малый) до 3,9 м"
1145104,1,Водитель,Мужской,6.0,Нет нарушений,0,Не пострадал,OPEL,2012,"В-класс (малый) до 3,9 м"
1145104,1,Пассажир,Женский,,Нет нарушений,0,Ранен,OPEL,2012,"В-класс (малый) до 3,9 м"
1145104,2,Водитель,Мужской,20.0,Нарушение правил перестроения,1,Не пострадал,MERCEDES,2015,"В-класс (малый) до 3,9 м"
1145109,1,Водитель,Женский,16.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,HYUNDAI,2012,"В-класс (малый) до 3,9 м"
1145109,,Пешеход,Мужской,,Нет нарушений,0,Ранен,,,
1145157,1,Водитель,Мужской,41.0,Нет нарушений,0,Ранен,Прочие марки ТС,2010,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.
1145157,2,Водитель,Мужской,8.0,Несоблюдение очередности проезда,1,Не пострадал,ВАЗ,2018,"В-класс (малый) до 3,9 м"
1145163,1,Водитель,Мужской,12.0,Нет нарушений,0,Погиб,KAWASAKI,2014,Мотоциклы
1145163,1,Пассажир,Мужской,,Нет нарушений,0,Погиб,KAWASAKI,2014,Мотоциклы
1145163,2,Водитель,Мужской,33.0,Нет нарушений,0,Не пострадал,TOYOTA,2018,"А-класс (особо малый) до 3,5 м"
1145163,3,Водитель,Мужской,31.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,LEXUS,2019,"А-класс (особо малый) до 3,5 м"
1145163,4,Водитель,Мужской,35.0,Нет нарушений,0,Не пострадал,KIA,2020,"А-класс (особо малый) до 3,5 м"
1145163,5,Водитель,Мужской,28.0,Нет нарушений,0,Не пострадал,CHERY,2021,"А-класс (особо малый) до 3,5 м"
1145213,1,Водитель,Мужской,96.0,Несоответствие скорости конкретным условиям движения,1,Погиб,Прочие марки ТС,2013,Мопеды с двигателем внутреннего сгорания более 50 см. куб.
1145254,1,Водитель,Женский,13.0,Несоответствие скорости конкретным условиям движения,1,Ранен,HYUNDAI,2014,"В-класс (малый) до 3,9 м"
1145260,1,Пассажир,Женский,,Нет нарушений,0,Ранен,TOYOTA,1995,Прочие легковые автомобили
1145260,1,Водитель,Мужской,0.0,Несоответствие скорости конкретным условиям движения,1,Ранен,TOYOTA,1995,Прочие легковые автомобили
1145270,1,Водитель,Мужской,20.0,Несоответствие скорости конкретным условиям движения,1,Погиб,HONDA,1998,Мотоциклы
1145283,1,Водитель,Мужской,21.0,Нет нарушений,0,Ранен,YAMAHA,2008,Мотоциклы
1145283,2,Водитель,Мужской,10.0,Несоблюдение очередности проезда,1,Не пострадал,VOLKSWAGEN,2019,"С-класс (малый средний, компактный) до 4,3 м"
1145338,1,Водитель,Мужской,16.0,Нет нарушений,0,Ранен,Прочие марки мотоциклов,1974,Мотоциклы
1145338,2,Водитель,Мужской,25.0,Несоблюдение очередности проезда,1,Не пострадал,HONDA,2010,"В-класс (малый) до 3,9 м"
1145550,1,Водитель,Женский,26.0,Неправильный выбор дистанции,1,Ранен,RENAULT,2013,"А-класс (особо малый) до 3,5 м"
1145550,2,Водитель,Мужской,14.0,Нет нарушений,0,Не пострадал,KIA,2018,"В-класс (малый) до 3,9 м"
1145604,1,Водитель,Мужской,28.0,Нет нарушений,0,Не пострадал,MERCEDES,2012,Седельные тягачи
1145604,2,Пассажир,Мужской,,Нет нарушений,0,Погиб,TOYOTA,2020,"В-класс (малый) до 3,9 м"
1145604,2,Водитель,Мужской,31.0,Неправильный выбор дистанции,1,Ранен,TOYOTA,2020,"В-класс (малый) до 3,9 м"
1145690,1,Водитель,Мужской,10.0,Нет нарушений,0,Ранен,KAWASAKI,2007,Мотоциклы
1145690,2,Водитель,Мужской,45.0,Несоблюдение очередности проезда,1,Не пострадал,RENAULT,2018,"В-класс (малый) до 3,9 м"
1145754,1,Водитель,Мужской,25.0,Нарушение правил расположения ТС на проезжей части,1,Ранен,HONDA,2000,Мотоциклы
1145754,2,Водитель,Мужской,0.0,Несоблюдение бокового интервала,1,Не пострадал,ГАЗ,2005,"В-класс (малый) до 3,9 м"
1145840,1,Водитель,Женский,5.0,Нет нарушений,0,Ранен,CHEVROLET,2004,Минивэны и универсалы повышенной вместимости
1145840,2,Водитель,Мужской,95.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,OPEL,2011,"В-класс (малый) до 3,9 м"
1145929,1,Водитель,Мужской,7.0,Несоответствие скорости конкретным условиям движения,1,Ранен,NISSAN,2013,"В-класс (малый) до 3,9 м"
1145939,1,Водитель,Мужской,44.0,Нарушение правил расположения ТС на проезжей части,1,Не пострадал,VOLKSWAGEN,2007,"В-класс (малый) до 3,9 м"
1145939,2,Водитель,Женский,12.0,Нет нарушений,0,Ранен,SKODA,2008,"В-класс (малый) до 3,9 м"
1145954,1,Водитель,Мужской,5.0,Нет нарушений,0,Не пострадал,ГАЗ,2007,Фургоны
1145954,2,Водитель,Мужской,96.0,Несоответствие скорости конкретным условиям движения,1,Погиб,KAWASAKI,2018,Мотоциклы
1145954,2,Пассажир,Мужской,,Нет нарушений,0,Ранен,KAWASAKI,2018,Мотоциклы
1145997,1,Водитель,Мужской,47.0,Нарушение правил проезда пешеходного перехода,1,Не пострадал,NISSAN,2013,"В-класс (малый) до 3,9 м"
1145997,,Пешеход,Мужской,,Нет нарушений,0,Ранен,,,
1146036,1,Водитель,Мужской,26.0,Несоответствие скорости конкретным условиям движения,1,Ранен,ГАЗ,2013,Бортовые грузовые автомобили
1146036,2,Водитель,Мужской,4.0,Нет нарушений,0,Не пострадал,MAZDA,2014,Прочие легковые автомобили
1146036,3,Водитель,Мужской,20.0,Нет нарушений,0,Не пострадал,MERCEDES,2018,Седельные тягачи
1146081,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,BMW,2006,"В-класс (малый) до 3,9 м"
1146081,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,BMW,2006,"В-класс (малый) до 3,9 м"
1146081,1,Водитель,Мужской,35.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,BMW,2006,"В-класс (малый) до 3,9 м"
1146084,1,Водитель,Мужской,26.0,Нарушение требований сигналов светофора,1,Не пострадал,MITSUBISHI,2006,"В-класс (малый) до 3,9 м"
1146084,2,Водитель,Женский,18.0,Нет нарушений,0,Ранен,MAZDA,2013,"В-класс (малый) до 3,9 м"
1146147,1,Водитель,Мужской,36.0,Нет нарушений,0,Не пострадал,MITSUBISHI,2016,Оснащённые специализированным оборудованием  автотранспортные средства для коммунального хозяйства и  содержания дорог
1146147,2,Водитель,Мужской,14.0,Неправильный выбор дистанции,1,Ранен,KIA,2019,"В-класс (малый) до 3,9 м"
1146206,1,Пассажир,Мужской,,Нет нарушений,0,Ранен,HYUNDAI,2008,"С-класс (малый средний, компактный) до 4,3 м"
1146206,1,Водитель,Мужской,28.0,Выезд на полосу встречного движения,1,Погиб,HYUNDAI,2008,"С-класс (малый средний, компактный) до 4,3 м"
1146206,2,Водитель,Мужской,23.0,Нет нарушений,0,Не пострадал,VOLVO,2010,"D-класс (средний) до 4,6 м"
1146206,3,Водитель,Мужской,32.0,Нет нарушений,0,Не пострадал,RENAULT,2018,"D-класс (средний) до 4,6 м"
1146206,4,Водитель,Мужской,16.0,Нет нарушений,0,Ранен,KIA,2019,"D-класс (средний) до 4,6 м"
1146211,1,Водитель,Мужской,13.0,Нет нарушений,0,Ранен,BMW,2008,Мотоциклы
1146211,2,Водитель,Женский,8.0,Нарушение правил перестроения,1,Не пострадал,KIA,2010,"В-класс (малый) до 3,9 м"
1146227,1,Водитель,Мужской,31.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,VOLKSWAGEN,2021,"В-класс (малый) до 3,9 м"
1146227,,Пешеход,Мужской,,Нет нарушений,0,Ранен,,,
1146267,1,Водитель,Мужской,18.0,Нет нарушений,0,Не пострадал,HYUNDAI,2011,Одноэтажные длиной от 8 до 12 м
1146267,1,Пассажир,Мужской,,Нарушение правил пользования общественным транспортом,1,Ранен,HYUNDAI,2011,Одноэтажные длиной от 8 до 12 м
1146287,1,Водитель,Мужской,36.0,Нет нарушений,0,Погиб,ВАЗ,2003,"В-класс (малый) до 3,9 м"
1146287,1,Пассажир,Мужской,,Нет нарушений,0,Погиб,ВАЗ,2003,"В-класс (малый) до 3,9 м"
1146287,2,Водитель,Мужской,0.0,Выезд на полосу встречного движения,1,Не пострадал,CHEVROLET,2009,"В-класс (малый) до 3,9 м"
1146287,4,Водитель,Мужской,14.0,Нет нарушений,0,Не пострадал,MERCEDES,2016,Седельные тягачи
1146292,1,Водитель,Мужской,5.0,Несоответствие скорости конкретным условиям движения,1,Не пострадал,RENAULT,2021,"С-класс (малый средний, компактный) до 4,3 м"
